Pcgs_no,Country,Coin_date,Denomination,Variety,Prefix,Suffix,Qty_Minted,Reference_no,RowLastUpdated,coin_no,Service,Coin_date_Denomination_Variety
141470,UKRAINE,2002,2HR,SPEED SKATING,MS,,0,141470,,,,2002-2HR-SPEED SKATING
141471,DOMINICAN REP.,1937,10C,,PR,,0,141471,,,,1937-10C-
141472,UKRAINE,2002,2HR,LYSENKO,MS,,0,141472,,,,2002-2HR-LYSENKO
141473,UKRAINE,2002,5HR,KHOTYN,MS,,0,141473,,,,2002-5HR-KHOTYN
141474,UKRAINE,2002,5HR,ROMNY,MS,,0,141474,,,,2002-5HR-ROMNY
141475,UKRAINE,2002,2HR,SWIMMING,PL,,0,141475,,,,2002-2HR-SWIMMING
141476,UKRAINE,2002,2HR,EAGLE OWL,MS,,0,141476,,,,2002-2HR-EAGLE OWL
141477,UKRAINE,2002,5HR,BATTLE BY BATIH,MS,,0,141477,,,,2002-5HR-BATTLE BY BATIH
141478,UKRAINE,2002,2HR,HLIBOV,MS,,0,141478,,,,2002-2HR-HLIBOV
141479,UKRAINE,2002,5HR,POWER STATION,MS,,0,141479,,,,2002-5HR-POWER STATION
141480,UKRAINE,2002,5HR,CHRISTMAS,MS,,0,141480,,,,2002-5HR-CHRISTMAS
141481,UKRAINE,2003,2HR,BOXING,MS,,0,141481,,,,2003-2HR-BOXING
141482,UKRAINE,2003,2HR,CHORNOVIL,MS,,0,141482,,,,2003-2HR-CHORNOVIL
141483,UKRAINE,2003,2HR,VERNADSKY,MS,,0,141483,,,,2003-2HR-VERNADSKY
141484,UKRAINE,2003,2HR,BISON,MS,,0,141484,,,,2003-2HR-BISON
141485,UKRAINE,2003,2HR,KOROLENKO,MS,,0,141485,,,,2003-2HR-KOROLENKO
141486,UKRAINE,2003,2HR,HMYRYA,MS,,0,141486,,,,2003-2HR-HMYRYA
141487,UKRAINE,2003,5HR,YEVPATORIYA,MS,,0,141487,,,,2003-5HR-YEVPATORIYA
141488,UKRAINE,2003,5HR,ARCHIVES,MS,,0,141488,,,,2003-5HR-ARCHIVES
141489,UKRAINE,2003,2HR,VERESAI,MS,,0,141489,,,,2003-2HR-VERESAI
141490,UKRAINE,2003,2HR,SUKHOMLYNSKY,MS,,0,141490,,,,2003-2HR-SUKHOMLYNSKY
141491,UKRAINE,2003,5HR,KYIV LIBERATION,MS,,0,141491,,,,2003-5HR-KYIV LIBERATION
141492,UKRAINE,2003,2HR,MALYSHKO,MS,,0,141492,,,,2003-2HR-MALYSHKO
141493,UKRAINE,2003,5HR,BANDURA,MS,,0,141493,,,,2003-5HR-BANDURA
141494,,1856,1/2D,NS-5A1,MS,BN,0,141494,,,,1856-1/2D-NS-5A1
141495,,1856,1/2D,NS-5A1,MS,RB,0,141495,,,,1856-1/2D-NS-5A1
141496,,1856,1/2D,NS-5A1,MS,RD,0,141496,,,,1856-1/2D-NS-5A1
141497,PERU,1789,PROC4R,FRON-8942,MS,,0,141497,,,,1789-PROC4R-FRON-8942
141498,PERU,1838,PROC1P,FRON-9235,MS,,0,141498,,,,1838-PROC1P-FRON-9235
141499,MALAWI,1997,5KW,ELEPHANT,PR,DC,0,141499,,,,1997-5KW-ELEPHANT
141500,MALAWI,1997,20KW,ELEPHANTS,PR,DC,0,141500,,,,1997-20KW-ELEPHANTS
141501,UGANDA,2002,2000S,ELEPHANT,PR,DC,0,141501,,,,2002-2000S-ELEPHANT
141502,WEST AFRICAN STATES,1998,100KW,ELEPHANT,PR,CA,0,141502,,,,1998-100KW-ELEPHANT
141503,,1990,10YN,KM-316,PR,DC,0,141503,,,,1990-10YN-KM-316
141504,MEXICO,1992-MO,100P,WARRIOR,PR,DC,0,141504,,,,1992-MO-100P-WARRIOR
141505,MEXICO,1992-MO,25P,WARRIOR,PR,DC,0,141505,,,,1992-MO-25P-WARRIOR
141506,MEXICO,1992-MO,50P,WARRIOR,PR,DC,0,141506,,,,1992-MO-50P-WARRIOR
141507,GIBRALTAR,2003,1/5CR,OLYMPICS,PR,,0,141507,,,,2003-1/5CR-OLYMPICS
141508,,-1909,20C,Y-213.2,MS,,0,141508,,,,-1909-20C-Y-213.2
141509,,-1906,$1 ,Y-183,MS,,0,141509,,,,-1906-1-Y-183
141510,FR.COCHIN CHINA,1879-A,50C,,PR,,0,141510,,,,1879-A-50C-
141511,,(C.1898),10C,Y-180,MS,,0,141511,,,,(C.1898)-10C-Y-180
141512,,-1906,5C,Y-179.1,MS,,0,141512,,,,-1906-5C-Y-179.1
141513,,-1905,20C,Y-181A,MS,,0,141513,,,,-1905-20C-Y-181A
141514,SARAWAK,1894-H,1C,,MS,BN,0,141514,,,,1894-H-1C-
141515,SARAWAK,1894-H,1C,,MS,RB,0,141515,,,,1894-H-1C-
141516,SARAWAK,1894-H,1C,,MS,RD,0,141516,,,,1894-H-1C-
141517,SARAWAK,1896-H,1/2C,,MS,BN,0,141517,,,,1896-H-1/2C-
141518,SARAWAK,1896-H,1/2C,,MS,RB,0,141518,,,,1896-H-1/2C-
141519,SARAWAK,1896-H,1/2C,,MS,RD,0,141519,,,,1896-H-1/2C-
141520,RUSSIA,1902(91)P,37R5K,Y-B65A RESTRIKE,MS,,0,141520,,,,1902(91)P-37R5K-Y-B65A RESTRIKE
141521,DOMINICAN REP.,1937,25C,,MS,,0,141521,,,,1937-25C-
141522,DOMINICAN REP.,1937,25C,,PR,,0,141522,,,,1937-25C-
141523,DOMINICAN REP.,1942,25C,,MS,,0,141523,,,,1942-25C-
141524,DOMINICAN REP.,1944,25C,,MS,,0,141524,,,,1944-25C-
141525,TUVALU,2005,$50 ,OWL,PR,DC,0,141525,,,,2005-50-OWL
141526,THAILAND,-1882,1/2PAI,,MS,BN,0,141526,,,,-1882-1/2PAI-
141527,DOMINICAN REP.,1952,25C,,MS,,0,141527,,,,1952-25C-
141528,THAILAND,-1882,1/2PAI,,MS,RB,0,141528,,,,-1882-1/2PAI-
141529,RUSSIA,1927,1/2KOP,,MS,BN,0,141529,,,,1927-1/2KOP-
141530,RUSSIA,1927,1/2KOP,,MS,RB,0,141530,,,,1927-1/2KOP-
141531,RUSSIA,1927,1/2KOP,,MS,RD,0,141531,,,,1927-1/2KOP-
141532,RUSSIA,1838-SP,3RBL,,MS,,0,141532,,,,1838-SP-3RBL-
141533,THAILAND,-1882,1/2PAI,,MS,RD,0,141533,,,,-1882-1/2PAI-
141534,THAILAND,-1896,1/2PAI,,MS,BN,0,141534,,,,-1896-1/2PAI-
141535,THAILAND,-1896,1/2PAI,,MS,RB,0,141535,,,,-1896-1/2PAI-
141536,THAILAND,-1896,1/2PAI,,MS,RD,0,141536,,,,-1896-1/2PAI-
141537,THAILAND,-1909,SATANG,,MS,BN,0,141537,,,,-1909-SATANG-
141538,THAILAND,-1909,SATANG,,MS,RB,0,141538,,,,-1909-SATANG-
141539,THAILAND,-1909,SATANG,,MS,RD,0,141539,,,,-1909-SATANG-
141540,THAILAND,-1981,600B,Y-143,MS,,0,141540,,,,-1981-600B-Y-143
141541,THAILAND,-1982,10BAHT,Y-154,PR,DC,0,141541,,,,-1982-10BAHT-Y-154
141542,THAILAND,-1974,50B,RHINOCEROS,PR,DC,0,141542,,,,-1974-50B-RHINOCEROS
141543,THAILAND,-1974,100B,DEER,PR,DC,0,141543,,,,-1974-100B-DEER
141544,ISLE OF MAN,1987,ANGEL,PAPAL MITRE,PR,DC,0,141544,,,,1987-ANGEL-PAPAL MITRE
141545,,1742-PGN,THALER,D-2482,MS,,0,141545,,,,1742-PGN-THALER-D-2482
141546,TRANSYLVANIA,1593,THALER,D-8803,MS,,0,141546,,,,1593-THALER-D-8803
141547,,-1910,P2FEN,KM-PN279,MS,BN,0,141547,,,,-1910-P2FEN-KM-PN279
141548,,-1910,P2FEN,KM-PN279,MS,RB,0,141548,,,,-1910-P2FEN-KM-PN279
141549,,-1910,P2FEN,KM-PN279,MS,RD,0,141549,,,,-1910-P2FEN-KM-PN279
141550,,-1911,20CSH,,MS,BN,0,141550,,,,-1911-20CSH-
141551,,-1911,20CSH,,MS,RB,0,141551,,,,-1911-20CSH-
141552,,-1911,20CSH,,MS,RD,0,141552,,,,-1911-20CSH-
141553,,-1898,20C,Y-143A,MS,,0,141553,,,,-1898-20C-Y-143A
141557,GREAT BRITAIN,1963,FLORIN,,MS,,0,141557,,,,1963-FLORIN-
141560,GREAT BRITAIN,1967,FLORIN,,MS,,0,141560,,,,1967-FLORIN-
141561,W.GERMANY,2002-A,100E,EURO CURRENCY,PR,DC,0,141561,,,,2002-A-100E-EURO CURRENCY
141562,VATICAN CITY,2000-R,100KL,,PR,DC,0,141562,,,,2000-R-100KL-
141563,VATICAN CITY,2000-R,50000L,,PR,DC,0,141563,,,,2000-R-50000L-
141564,CUBA,1943,1C,,MS,,0,141564,,,,1943-1C-
141565,CUBA,1915,40C,,MS,,0,141565,,,,1915-40C-
141566,,-1905,SAR,Y-7,MS,,0,141566,,,,-1905-SAR-Y-7
141567,EAST AFRICA,1936-KN,1C,,MS,BN,0,141567,,,,1936-KN-1C-
141568,EAST AFRICA,1936-KN,1C,,MS,RB,0,141568,,,,1936-KN-1C-
141569,EAST AFRICA,1936-KN,1C,,MS,RD,0,141569,,,,1936-KN-1C-
141570,RUSSIA,1847-MW,ROUBLE,C-168.2,MS,,0,141570,,,,1847-MW-ROUBLE-C-168.2
141571,RUSSIA,1857-SP FB,ROUBLE,C-168.1,MS,,0,141571,,,,1857-SP FB-ROUBLE-C-168.1
141572,RUSSIA,1898,PRBL,KM-PN159,PR,BN,0,141572,,,,1898-PRBL-KM-PN159
141573,RUSSIA,1898,PRBL,KM-PN159,PR,RB,0,141573,,,,1898-PRBL-KM-PN159
141574,RUSSIA,1898,PRBL,KM-PN159,PR,RD,0,141574,,,,1898-PRBL-KM-PN159
141575,RUSSIA,1914-SP,1/2KOP,,MS,BN,0,141575,,,,1914-SP-1/2KOP-
141576,RUSSIA,1914-SP,1/2KOP,,MS,RB,0,141576,,,,1914-SP-1/2KOP-
141577,RUSSIA,1914-SP,1/2KOP,,MS,RD,0,141577,,,,1914-SP-1/2KOP-
141578,GREECE,1883-A,50LEP.,,MS,,0,141578,,,,1883-A-50LEP.-
141579,GREECE,1964,30DR.,KONGSBERG,MS,,0,141579,,,,1964-30DR.-KONGSBERG
141580,RWANDA,1965,10FR,,PR,DC,0,141580,,,,1965-10FR-
141581,DOMINICAN REP.,1937,1/2P,,MS,,0,141581,,,,1937-1/2P-
141582,DOMINICAN REP.,1937,1/2P,,PR,,0,141582,,,,1937-1/2P-
141583,DOMINICAN REP.,1944,1/2P,,MS,,0,141583,,,,1944-1/2P-
141584,SWITZERLAND,1986,1/4OZ,,PR,DC,0,141584,,,,1986-1/4OZ-
141585,AUSTRIA,1846-A,THALER,,MS,,0,141585,,,,1846-A-THALER-
141587,MEXICO,1793-MO FM,8ESC,,MS,,0,141587,,,,1793-MO FM-8ESC-
141588,DOMINICAN REP.,1961,1/2P,,MS,,0,141588,,,,1961-1/2P-
141589,,1844,FIORIN,,MS,,0,141589,,,,1844-FIORIN-
141590,,ND,1/2SCU,C-8,MS,,0,141590,,,,ND-1/2SCU-C-8
141591,MONACO,1946,10FR,KM-E22,SP,,0,141591,,,,1946-10FR-KM-E22
141592,,1776,ZECCH,KM-1029,MS,,0,141592,,,,1776-ZECCH-KM-1029
141593,,1740,ZECCH,KM-935,MS,,0,141593,,,,1740-ZECCH-KM-935
141594,,1739,ZECCH,KM-888,MS,,0,141594,,,,1739-ZECCH-KM-888
141595,SPAIN,1805-M FA,8R,,MS,,0,141595,,,,1805-M FA-8R-
141596,BOLIVIA,1737-P M,2R,,MS,,0,141596,,,,1737-P M-2R-
141597,HONG KONG,1977,"$1,000 ",SNAKE,MS,,0,141597,,,,1977-1000-SNAKE
141598,CHILE,1961-SO,100P,,MS,,0,141598,,,,1961-SO-100P-
141599,JORDAN,1969,10DIN,PAUL VI VISIT,PR,DC,0,141599,,,,1969-10DIN-PAUL VI VISIT
141600,JORDAN,1980,40DIN,CALENDAR,PR,DC,0,141600,,,,1980-40DIN-CALENDAR
141601,PORTUGAL,1994,200ESC,KM-672B,PR,DC,0,141601,,,,1994-200ESC-KM-672B
141602,PORTUGAL,1998,200ESC,KM-712B,PR,DC,0,141602,,,,1998-200ESC-KM-712B
141603,BRAZIL,(1784-95),$8 ,BURGER-ON BRAZIL,MS,,0,141603,,,,(1784-95)-8-BURGER-ON BRAZIL
141604,,1932-A,P5MK,SCH331M9,MS,,0,141604,,,,1932-A-P5MK-SCH331M9
141605,,1979,35YN,KM-P1,PR,DC,0,141605,,,,1979-35YN-KM-P1
141606,,1980,20YN,KM-P12,PR,,0,141606,,,,1980-20YN-KM-P12
141607,,1980,30YN,KM-P13,PR,,0,141607,,,,1980-30YN-KM-P13
141608,,1980,30YN,KM-P14,PR,,0,141608,,,,1980-30YN-KM-P14
141609,,1980,30YN,KM-P15,PR,,0,141609,,,,1980-30YN-KM-P15
141610,,1980,30YN,KM-P16,PR,,0,141610,,,,1980-30YN-KM-P16
141611,,1980,30YN,KM-P17,PR,,0,141611,,,,1980-30YN-KM-P17
141612,,1980,30YN,KM-P18,PR,,0,141612,,,,1980-30YN-KM-P18
141613,,1980,15YN,KM-P11,PR,,0,141613,,,,1980-15YN-KM-P11
141614,MEXICO,1867-GO YF,4R,,MS,,0,141614,,,,1867-GO YF-4R-
141615,MEXICO,1910-M,20C,,MS,,0,141615,,,,1910-M-20C-
141616,MEXICO,1921-M,20C,,MS,,0,141616,,,,1921-M-20C-
141617,LITHUANIA,1997,10C,,MS,,0,141617,,,,1997-10C-
141618,LITHUANIA,1991,2C,,MS,,0,141618,,,,1991-2C-
141619,CZECH REP.,2005,200K,AUSTERLITZ,MS,,0,141619,,,,2005-200K-AUSTERLITZ
141620,ITALY,2005-R,2EURO,CONSTITUTION,MS,,0,141620,,,,2005-R-2EURO-CONSTITUTION
141621,LITHUANIA,1936,2C,,MS,BN,0,141621,,,,1936-2C-
141622,LITHUANIA,1936,2C,,MS,RB,0,141622,,,,1936-2C-
141623,LITHUANIA,1936,2C,,MS,RD,0,141623,,,,1936-2C-
141624,DENMARK,2005,10KR,MERMAID,MS,,0,141624,,,,2005-10KR-MERMAID
141625,DENMARK,2005,20KR,NOLSOY FYR,MS,,0,141625,,,,2005-20KR-NOLSOY FYR
141626,LITHUANIA,2000,50C,,MS,,0,141626,,,,2000-50C-
141627,CZECH REP.,2005,200K,AUSTERLITZ,PR,DC,0,141627,,,,2005-200K-AUSTERLITZ
141628,LITHUANIA,2005,50LITU,GRAND SEIMAS,PR,DC,0,141628,,,,2005-50LITU-GRAND SEIMAS
141629,CZECH REP.,2005,200K,DACICKY,PR,DC,0,141629,,,,2005-200K-DACICKY
141630,NORWAY,2005,100KR,CENTENNIAL,PR,,0,141630,,,,2005-100KR-CENTENNIAL
141631,NORWAY,2005,1500KR,CENTENNIAL,PR,,0,141631,,,,2005-1500KR-CENTENNIAL
141633,SWITZERLAND,2006-B,10FR,PIZ BERNINA,MS,,0,141633,,,,2006-B-10FR-PIZ BERNINA
141634,SWITZERLAND,2006-B,10FR,PIZ BERNINA,PR,DC,0,141634,,,,2006-B-10FR-PIZ BERNINA
141636,SLOVAKIA,2005,200SK,BRATISLAVSKY,MS,,0,141636,,,,2005-200SK-BRATISLAVSKY
141637,ITALY,2005-R,10EURO,PEACE & FREEDOM,PR,DC,0,141637,,,,2005-R-10EURO-PEACE & FREEDOM
141638,FINLAND,2006,10EURO,SNELLMAN,PR,DC,0,141638,,,,2006-10EURO-SNELLMAN
141639,FINLAND,2006,10EURO,SNELLMAN,MS,,0,141639,,,,2006-10EURO-SNELLMAN
141640,COLOMBIA,1652-NR R,2ESC,,MS,,0,141640,,,,1652-NR R-2ESC-
141641,GREAT BRITAIN,-1361,NOBLE,S-1499,MS,,0,141641,,,,-1361-NOBLE-S-1499
141642,SPAIN,1991,2000P,TORCH & FLAG,PR,DC,0,141642,,,,1991-2000P-TORCH & FLAG
141643,,-1898,20C,Y-143A.1,MS,,0,141643,,,,-1898-20C-Y-143A.1
141644,COLOMBIA,1778-P SF,8ESC,,MS,,0,141644,,,,1778-P SF-8ESC-
141645,PERU,1757-L JM,8ESC,,MS,,0,141645,,,,1757-L JM-8ESC-
141646,,1980,250YN,KM-P19,PR,DC,0,141646,,,,1980-250YN-KM-P19
141649,ICELAND,1930,(10KR),KM-M3,MS,,0,141649,,,,1930-(10KR)-KM-M3
141650,JAMAICA,1973,$5 ,,PR,DC,0,141650,,,,1973-5-
141651,DOMINICAN REP.,1939,PESO,,MS,,0,141651,,,,1939-PESO-
141652,JAMAICA,1974-FM,$10 ,HENRY MORGAN,PR,DC,0,141652,,,,1974-FM-10-HENRY MORGAN
141653,DOMINICAN REP.,1952,PESO,,MS,,0,141653,,,,1952-PESO-
141654,JAMAICA,1979,$10 ,SWALLOWTAILS,PR,DC,0,141654,,,,1979-10-SWALLOWTAILS
141655,JAMAICA,1981,$10 ,ROYAL WEDDING,PR,DC,0,141655,,,,1981-10-ROYAL WEDDING
141656,LUXEMBOURG,1889,10C,KM-E15,SP,BN,0,141656,,,,1889-10C-KM-E15
141657,LUXEMBOURG,1889,10C,KM-E15,SP,RB,0,141657,,,,1889-10C-KM-E15
141658,LUXEMBOURG,1889,10C,KM-E15,SP,RD,0,141658,,,,1889-10C-KM-E15
141659,SPAIN,1828-SEG,2MAR.,,MS,BN,0,141659,,,,1828-SEG-2MAR.-
141660,SPAIN,1828-SEG,2MAR.,,MS,RB,0,141660,,,,1828-SEG-2MAR.-
141661,RUSSIA,1898-SP AG,5KOP,,MS,,0,141661,,,,1898-SP AG-5KOP-
141662,POLAND,1918-FF,FENIG,,MS,,0,141662,,,,1918-FF-FENIG-
141663,NEW ZEALAND,1933,6D,,MS,,0,141663,,,,1933-6D-
141664,SPAIN,1828-SEG,2MAR.,,MS,RD,0,141664,,,,1828-SEG-2MAR.-
141665,,1770,PFG,KM-315,MS,,0,141665,,,,1770-PFG-KM-315
141666,,1770,PFG,KM-318,MS,,0,141666,,,,1770-PFG-KM-318
141667,BULGARIA,1943,2LEVA,,MS,,0,141667,,,,1943-2LEVA-
141668,EAST AFRICA,1924,10C,,MS,BN,0,141668,,,,1924-10C-
141669,EAST AFRICA,1924,10C,,MS,RB,0,141669,,,,1924-10C-
141670,EAST AFRICA,1924,10C,,MS,RD,0,141670,,,,1924-10C-
141671,DOMINICAN REP.,1955,PESO,,MS,,0,141671,,,,1955-PESO-
141672,AUSTRIA,1816-A,1/2KR,,MS,BN,0,141672,,,,1816-A-1/2KR-
141673,AUSTRIA,1816-A,1/2KR,,MS,RB,0,141673,,,,1816-A-1/2KR-
141674,AUSTRIA,1816-A,1/2KR,,MS,RD,0,141674,,,,1816-A-1/2KR-
141675,,1616-SWAN,THALER,D-7591,MS,,0,141675,,,,1616-SWAN-THALER-D-7591
141676,CYPRUS,1938,18PST,,MS,,0,141676,,,,1938-18PST-
141677,CANADA,1997,$5ML,FAMILY GOLD,SP,,0,141677,,,,1997-$5ML-FAMILY GOLD
141678,ROMANIA,2005,10LEI,,PR,DC,0,141678,,,,2005-10LEI-
141679,ROMANIA,2005,500LEI,ENESCU,PR,DC,0,141679,,,,2005-500LEI-ENESCU
141680,SPAIN,2001,PESETA,SILVER,MS,,0,141680,,,,2001-PESETA-SILVER
141681,SPAIN,2001,5PTAS,SILVER,MS,,0,141681,,,,2001-5PTAS-SILVER
141682,SPAIN,2001,10PTAS,SILVER,MS,,0,141682,,,,2001-10PTAS-SILVER
141683,SPAIN,2001,25PTAS,SILVER,MS,,0,141683,,,,2001-25PTAS-SILVER
141684,SPAIN,2001,50PTAS,SILVER,MS,,0,141684,,,,2001-50PTAS-SILVER
141685,SPAIN,2001,100P,SILVER,MS,,0,141685,,,,2001-100P-SILVER
141687,GREAT BRITAIN,1671,1DMDY,,MS,,0,141687,,,,1671-1DMDY-
141688,GREAT BRITAIN,1672/1,1DMDY,,MS,,0,141688,,,,1672/1-1DMDY-
141694,GREAT BRITAIN,1679,1DMDY,,MS,,0,141694,,,,1679-1DMDY-
141697,GREAT BRITAIN,1683/1,1DMDY,,MS,,0,141697,,,,1683/1-1DMDY-
141701,GREAT BRITAIN,1687,1DMDY,,MS,,0,141701,,,,1687-1DMDY-
141703,GREAT BRITAIN,1689,1DMDY,,MS,,0,141703,,,,1689-1DMDY-
141708,GREAT BRITAIN,1699,1DMDY,,MS,,0,141708,,,,1699-1DMDY-
141728,GREAT BRITAIN,1752,1DMDY,,MS,,0,141728,,,,1752-1DMDY-
141731,SPAIN,1937,2PTAS,EUZKADI,MS,,0,141731,,,,1937-2PTAS-EUZKADI
141732,SPAIN,1937,PESETA,SANTANDER,MS,,0,141732,,,,1937-PESETA-SANTANDER
141733,SPAIN,1937,50C,SANTANDER KM-1.1,MS,,0,141733,,,,1937-50C-SANTANDER KM-1.1
141737,GREAT BRITAIN,1759,1DMDY,,MS,,0,141737,,,,1759-1DMDY-
141739,GREAT BRITAIN,1772,1DMDY,,MS,,0,141739,,,,1772-1DMDY-
141744,MEXICO,1844-GC MP,8ESC,,MS,,0,141744,,,,1844-GC MP-8ESC-
141745,MEXICO,1979-MO,ONZA,KM-M49B.4,MS,,0,141745,,,,1979-MO-ONZA-KM-M49B.4
141746,,1722,1/2TH,,MS,,0,141746,,,,1722-1/2TH-
141747,,1728,1/2TH,KM-145,MS,,0,141747,,,,1728-1/2TH-KM-145
141748,,1712,1/4DT,,MS,,0,141748,,,,1712-1/4DT-
141749,,(C.1919),50CSH,Y-478,MS,,0,141749,,,,(C.1919)-50CSH-Y-478
141750,,(C.1919),50CSH,Y-478A,MS,BN,0,141750,,,,(C.1919)-50CSH-Y-478A
141751,,(C.1919),50CSH,Y-478A,MS,RB,0,141751,,,,(C.1919)-50CSH-Y-478A
141752,,(C.1919),50CSH,Y-478A,MS,RD,0,141752,,,,(C.1919)-50CSH-Y-478A
141753,,-1934,200CSH,RESTRIKE,MS,BN,0,141753,,,,-1934-200CSH-RESTRIKE
141754,,-1934,200CSH,RESTRIKE,MS,RB,0,141754,,,,-1934-200CSH-RESTRIKE
141755,,-1934,200CSH,RESTRIKE,MS,RD,0,141755,,,,-1934-200CSH-RESTRIKE
141756,JAMAICA,1981,$10 ,CROCODILE,PR,DC,0,141756,,,,1981-10-CROCODILE
141757,JAMAICA,1984,$10 ,SUMMER OLYMPICS,PR,DC,0,141757,,,,1984-10-SUMMER OLYMPICS
141758,JAMAICA,1987,$25 ,INDEPENDENCE,PR,DC,0,141758,,,,1987-25-INDEPENDENCE
141759,JAMAICA,1989,$10 ,NEW WORLD,PR,DC,0,141759,,,,1989-10-NEW WORLD
141760,JAMAICA,1977,$10 ,RODNEY,PL,,0,141760,,,,1977-10-RODNEY
141761,JAMAICA,1983,$10 ,INDEPENDENCE,PL,,0,141761,,,,1983-10-INDEPENDENCE
141762,GUATEMALA,1807-NG M,1/2R,,MS,,0,141762,,,,1807-NG M-1/2R-
141763,COLOMBIA,1902(W),5C,,MS,,0,141763,,,,1902(W)-5C-
141764,,2006,50YN,PANDA GOLD,MS,,0,141764,,,,2006-50YN-PANDA GOLD
141765,AUSTRALIA,-2006,25C,WORLD CUP,PR,DC,0,141765,,,,-2006-25C-WORLD CUP
141766,AUSTRALIA,2006,$1 ,WORLD CUP,PR,DC,0,141766,,,,2006-1-WORLD CUP
141767,GREAT BRITAIN,2006,20P,,MS,,0,141767,,,,2006-20P-
141768,GREAT BRITAIN,2006,50P,VC-MEDAL,MS,,0,141768,,,,2006-50P-VC-MEDAL
141769,GREAT BRITAIN,2006,50P,VC-HEROISM,MS,,0,141769,,,,2006-50P-VC-HEROISM
141770,GREAT BRITAIN,2006,ú1,EGYPT ARCH,MS,,0,141770,,,,2006-ú1-EGYPT ARCH
141771,GREAT BRITAIN,2006,ú2,BRUNEL,MS,,0,141771,,,,2006-ú2-BRUNEL
141772,GREAT BRITAIN,2006,ú2,PADDINGTON,MS,,0,141772,,,,2006-ú2-PADDINGTON
141773,GREAT BRITAIN,2006,ú2,BRITANNIA,MS,,0,141773,,,,2006-ú2-BRITANNIA
141774,GREAT BRITAIN,1937,1D,,MS,BN,0,141774,,,,1937-1D-
141775,GREAT BRITAIN,1937,1D,,MS,RB,0,141775,,,,1937-1D-
141776,GREAT BRITAIN,1937,1D,,MS,RD,0,141776,,,,1937-1D-
141777,GREAT BRITAIN,1938,1D,,MS,BN,0,141777,,,,1938-1D-
141778,GREAT BRITAIN,1938,1D,,MS,RB,0,141778,,,,1938-1D-
141779,GREAT BRITAIN,1938,1D,,MS,RD,0,141779,,,,1938-1D-
141780,GREAT BRITAIN,1939,1D,,MS,BN,0,141780,,,,1939-1D-
141781,GREAT BRITAIN,1939,1D,,MS,RB,0,141781,,,,1939-1D-
141782,GREAT BRITAIN,1939,1D,,MS,RD,0,141782,,,,1939-1D-
141783,GREAT BRITAIN,1940,1D,,MS,BN,0,141783,,,,1940-1D-
141784,GREAT BRITAIN,1940,1D,,MS,RB,0,141784,,,,1940-1D-
141785,DOMINICAN REP.,1955,30P,,MS,,0,141785,,,,1955-30P-
141786,GREAT BRITAIN,1940,1D,,MS,RD,0,141786,,,,1940-1D-
141787,GREAT BRITAIN,1944,1D,,MS,BN,0,141787,,,,1944-1D-
141788,GREAT BRITAIN,1944,1D,,MS,RB,0,141788,,,,1944-1D-
141789,GREAT BRITAIN,1944,1D,,MS,RD,0,141789,,,,1944-1D-
141790,GREAT BRITAIN,1945,1D,,MS,BN,0,141790,,,,1945-1D-
141791,GREAT BRITAIN,1945,1D,,MS,RB,0,141791,,,,1945-1D-
141792,GREAT BRITAIN,1945,1D,,MS,RD,0,141792,,,,1945-1D-
141793,GREAT BRITAIN,1946,1D,,MS,BN,0,141793,,,,1946-1D-
141794,GREAT BRITAIN,1946,1D,,MS,RB,0,141794,,,,1946-1D-
141795,GREAT BRITAIN,1946,1D,,MS,RD,0,141795,,,,1946-1D-
141796,GREAT BRITAIN,1962,1D,,MS,BN,0,141796,,,,1962-1D-
141797,GREAT BRITAIN,1962,1D,,MS,RB,0,141797,,,,1962-1D-
141798,GREAT BRITAIN,1962,1D,,MS,RD,0,141798,,,,1962-1D-
141799,GREAT BRITAIN,1963,1D,,MS,BN,0,141799,,,,1963-1D-
141800,GREAT BRITAIN,1963,1D,,MS,RB,0,141800,,,,1963-1D-
141801,GREAT BRITAIN,1963,1D,,MS,RD,0,141801,,,,1963-1D-
141802,GREAT BRITAIN,1965,1D,,MS,BN,0,141802,,,,1965-1D-
141803,GREAT BRITAIN,1965,1D,,MS,RB,0,141803,,,,1965-1D-
141804,GREAT BRITAIN,1965,1D,,MS,RD,0,141804,,,,1965-1D-
141805,GREAT BRITAIN,1966,1D,,MS,BN,0,141805,,,,1966-1D-
141806,GREAT BRITAIN,1966,1D,,MS,RB,0,141806,,,,1966-1D-
141807,GREAT BRITAIN,1966,1D,,MS,RD,0,141807,,,,1966-1D-
141808,GREAT BRITAIN,1971,1P,,MS,BN,0,141808,,,,1971-1P-
141809,GREAT BRITAIN,1971,1P,,MS,RB,0,141809,,,,1971-1P-
141810,GREAT BRITAIN,1971,1P,,MS,RD,0,141810,,,,1971-1P-
141811,GREAT BRITAIN,1973,1P,,MS,BN,0,141811,,,,1973-1P-
141812,GREAT BRITAIN,1973,1P,,MS,RB,0,141812,,,,1973-1P-
141813,GREAT BRITAIN,1973,1P,,MS,RD,0,141813,,,,1973-1P-
141814,GREAT BRITAIN,1974,1P,,MS,BN,0,141814,,,,1974-1P-
141815,GREAT BRITAIN,1974,1P,,MS,RB,0,141815,,,,1974-1P-
141816,GREAT BRITAIN,1974,1P,,MS,RD,0,141816,,,,1974-1P-
